Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      12/1740        char const* std::__niter_base<char const*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [36]
                0.00    0.00    1728/1740        bool __gnu_cxx::operator!=<char const*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&) [11]
[10]     0.0    0.00    0.00    1740         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::base() const [10]
-----------------------------------------------
                0.00    0.00     864/864         ConnectFourBoard::displayBoard() const [26]
[11]     0.0    0.00    0.00     864         bool __gnu_cxx::operator!=<char const*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&) [11]
                0.00    0.00    1728/1740        __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::base() const [10]
-----------------------------------------------
                0.00    0.00     756/756         ConnectFourBoard::displayBoard() const [26]
[12]     0.0    0.00    0.00     756         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::operator++() [12]
-----------------------------------------------
                0.00    0.00     756/756         ConnectFourBoard::displayBoard() const [26]
[13]     0.0    0.00    0.00     756         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::operator*() const [13]
-----------------------------------------------
                0.00    0.00     252/252         bool __gnu_cxx::operator!=<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > > const&) [16]
[14]     0.0    0.00    0.00     252         __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::base() const [14]
-----------------------------------------------
                0.00    0.00     114/228         std::vector<char, std::allocator<char> >::begin() const [18]
                0.00    0.00     114/228         std::vector<char, std::allocator<char> >::end() const [17]
[15]     0.0    0.00    0.00     228         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::__normal_iterator(char const* const&) [15]
-----------------------------------------------
                0.00    0.00     126/126         ConnectFourBoard::displayBoard() const [26]
[16]     0.0    0.00    0.00     126         bool __gnu_cxx::operator!=<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > > const&) [16]
                0.00    0.00     252/252         __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::base() const [14]
-----------------------------------------------
                0.00    0.00       6/114         std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&) [77]
                0.00    0.00     108/114         ConnectFourBoard::displayBoard() const [26]
[17]     0.0    0.00    0.00     114         std::vector<char, std::allocator<char> >::end() const [17]
                0.00    0.00     114/228         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::__normal_iterator(char const* const&) [15]
-----------------------------------------------
                0.00    0.00       6/114         std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&) [77]
                0.00    0.00     108/114         ConnectFourBoard::displayBoard() const [26]
[18]     0.0    0.00    0.00     114         std::vector<char, std::allocator<char> >::begin() const [18]
                0.00    0.00     114/228         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::__normal_iterator(char const* const&) [15]
-----------------------------------------------
                0.00    0.00     108/108         ConnectFourBoard::displayBoard() const [26]
[19]     0.0    0.00    0.00     108         __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::operator++() [19]
-----------------------------------------------
                0.00    0.00     108/108         ConnectFourBoard::displayBoard() const [26]
[20]     0.0    0.00    0.00     108         __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::operator*() const [20]
-----------------------------------------------
                0.00    0.00       2/78          ConnectFourBoard::dropDiscToRow(int, int, char) [120]
                0.00    0.00       2/78          ConnectFourBoard::dropDiscToGap(int, int, char) [119]
                0.00    0.00       6/78          ConnectFourBoard::dropDiscToColumn(int, int, char) [103]
                0.00    0.00      15/78          ConnectFourBoard::isColumnFull(int) const [31]
                0.00    0.00      16/78          ConnectFourBoard::isFull() const [30]
                0.00    0.00      37/78          ConnectFourBoard::dropDisc(int, char) [33]
[21]     0.0    0.00    0.00      78         std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::operator[](unsigned long) [21]
-----------------------------------------------
                0.00    0.00       2/78          ConnectFourBoard::dropDiscToRow(int, int, char) [120]
                0.00    0.00       2/78          ConnectFourBoard::dropDiscToGap(int, int, char) [119]
                0.00    0.00       6/78          ConnectFourBoard::dropDiscToColumn(int, int, char) [103]
                0.00    0.00      15/78          ConnectFourBoard::isColumnFull(int) const [31]
                0.00    0.00      16/78          ConnectFourBoard::isFull() const [30]
                0.00    0.00      37/78          ConnectFourBoard::dropDisc(int, char) [33]
[22]     0.0    0.00    0.00      78         std::vector<char, std::allocator<char> >::operator[](unsigned long) [22]
-----------------------------------------------
                0.00    0.00      18/36          std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::begin() [28]
                0.00    0.00      18/36          std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::end() [27]
[23]     0.0    0.00    0.00      36         __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::__normal_iterator(std::vector<char, std::allocator<char> >* const&) [23]
-----------------------------------------------
                0.00    0.00      29/29          Computer::makeMove(ConnectFourBoard&) [39]
[24]     0.0    0.00    0.00      29         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [24]
-----------------------------------------------
                0.00    0.00       8/25          Computer::hasThreeConsecutive[abi:cxx11](ConnectFourBoard const&, char) const [41]
                0.00    0.00      17/25          checkWinner(ConnectFourBoard const&, char) [29]
[25]     0.0    0.00    0.00      25         ConnectFourBoard::getGrid() const [25]
-----------------------------------------------
                0.00    0.00       1/18          main [6]
                0.00    0.00       8/18          Computer::makeMove(ConnectFourBoard&) [39]
                0.00    0.00       9/18          Player::makeMove(ConnectFourBoard&) [37]
[26]     0.0    0.00    0.00      18         ConnectFourBoard::displayBoard() const [26]
                0.00    0.00     864/864         bool __gnu_cxx::operator!=<char const*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&) [11]
                0.00    0.00     756/756         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::operator*() const [13]
                0.00    0.00     756/756         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::operator++() [12]
                0.00    0.00     126/126         bool __gnu_cxx::operator!=<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > > const&) [16]
                0.00    0.00     108/108         __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::operator*() const [20]
                0.00    0.00     108/114         std::vector<char, std::allocator<char> >::begin() const [18]
                0.00    0.00     108/114         std::vector<char, std::allocator<char> >::end() const [17]
                0.00    0.00     108/108         __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::operator++() [19]
                0.00    0.00      18/18          std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::begin() [28]
                0.00    0.00      18/18          std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::end() [27]
-----------------------------------------------
                0.00    0.00      18/18          ConnectFourBoard::displayBoard() const [26]
[27]     0.0    0.00    0.00      18         std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::end() [27]
                0.00    0.00      18/36          __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::__normal_iterator(std::vector<char, std::allocator<char> >* const&) [23]
-----------------------------------------------
                0.00    0.00      18/18          ConnectFourBoard::displayBoard() const [26]
[28]     0.0    0.00    0.00      18         std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::begin() [28]
                0.00    0.00      18/36          __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::__normal_iterator(std::vector<char, std::allocator<char> >* const&) [23]
-----------------------------------------------
                0.00    0.00      17/17          main [6]
[29]     0.0    0.00    0.00      17         checkWinner(ConnectFourBoard const&, char) [29]
                0.00    0.00    1288/2243        std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::operator[](unsigned long) const [8]
                0.00    0.00    1288/2243        std::vector<char, std::allocator<char> >::operator[](unsigned long) const [9]
                0.00    0.00      17/25          ConnectFourBoard::getGrid() const [25]
-----------------------------------------------
                0.00    0.00      16/16          main [6]
[30]     0.0    0.00    0.00      16         ConnectFourBoard::isFull() const [30]
                0.00    0.00      16/78          std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::operator[](unsigned long) [21]
                0.00    0.00      16/78          std::vector<char, std::allocator<char> >::operator[](unsigned long) [22]
-----------------------------------------------
                0.00    0.00       2/15          ConnectFourBoard::dropDiscToColumn(int, int, char) [103]
                0.00    0.00      13/15          ConnectFourBoard::dropDisc(int, char) [33]
[31]     0.0    0.00    0.00      15         ConnectFourBoard::isColumnFull(int) const [31]
                0.00    0.00      15/78          std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::operator[](unsigned long) [21]
                0.00    0.00      15/78          std::vector<char, std::allocator<char> >::operator[](unsigned long) [22]
-----------------------------------------------
                0.00    0.00       1/14          std::vector<char, std::allocator<char> >::_M_fill_initialize(unsigned long, char const&) [153]
                0.00    0.00       6/14          std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&) [77]
                0.00    0.00       7/14          std::vector<char, std::allocator<char> >::~vector() [63]
[32]     0.0    0.00    0.00      14         std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() [32]
-----------------------------------------------
                0.00    0.00       4/13          Computer::makeMove(ConnectFourBoard&) [39]
                0.00    0.00       9/13          Player::makeMove(ConnectFourBoard&) [37]
[33]     0.0    0.00    0.00      13         ConnectFourBoard::dropDisc(int, char) [33]
                0.00    0.00      37/78          std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::operator[](unsigned long) [21]
                0.00    0.00      37/78          std::vector<char, std::allocator<char> >::operator[](unsigned long) [22]
                0.00    0.00      13/15          ConnectFourBoard::isColumnFull(int) const [31]
-----------------------------------------------
                0.00    0.00       6/12          void std::_Destroy_aux<false>::__destroy<std::vector<char, std::allocator<char> >*>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*) [96]
                0.00    0.00       6/12          std::vector<char, std::allocator<char> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<char, std::allocator<char> >*, unsigned long, std::vector<char, std::allocator<char> > >(std::vector<char, std::allocator<char> >*, unsigned long, std::vector<char, std::allocator<char> > const&) [140]
[34]     0.0    0.00    0.00      12         std::vector<char, std::allocator<char> >* std::__addressof<std::vector<char, std::allocator<char> > >(std::vector<char, std::allocator<char> >&) [34]
-----------------------------------------------
                0.00    0.00      12/12          char* std::copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [86]
[35]     0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > std::__miter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [35]
-----------------------------------------------
                0.00    0.00      12/12          char* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [81]
[36]     0.0    0.00    0.00      12         char const* std::__niter_base<char const*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [36]
                0.00    0.00      12/1740        __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::base() const [10]
-----------------------------------------------
                0.00    0.00       9/9           main [6]
[37]     0.0    0.00    0.00       9         Player::makeMove(ConnectFourBoard&) [37]
                0.00    0.00       9/13          ConnectFourBoard::dropDisc(int, char) [33]
                0.00    0.00       9/18          ConnectFourBoard::displayBoard() const [26]
-----------------------------------------------
                0.00    0.00       1/9           std::pair<int, int>::pair<int&, int, true>(int&, int&&) [142]
                0.00    0.00       8/9           std::pair<int, int>::pair<int, int, true>(int&&, int&&) [94]
[38]     0.0    0.00    0.00       9         int&& std::forward<int>(std::remove_reference<int>::type&) [38]
-----------------------------------------------
                0.00    0.00       8/8           main [6]
[39]     0.0    0.00    0.00       8         Computer::makeMove(ConnectFourBoard&) [39]
                0.00    0.00      29/29          bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [24]
                0.00    0.00       8/8           Computer::hasThreeConsecutive[abi:cxx11](ConnectFourBoard const&, char) const [41]
                0.00    0.00       8/18          ConnectFourBoard::displayBoard() const [26]
                0.00    0.00       8/8           std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<int, int> >::~pair() [44]
                0.00    0.00       4/13          ConnectFourBoard::dropDisc(int, char) [33]
                0.00    0.00       2/2           ConnectFourBoard::dropDiscToColumn(int, int, char) [103]
                0.00    0.00       1/1           ConnectFourBoard::dropDiscToRow(int, int, char) [120]
                0.00    0.00       1/1           ConnectFourBoard::dropDiscToGap(int, int, char) [119]
-----------------------------------------------
                0.00    0.00       8/8           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [45]
[40]     0.0    0.00    0.00       8         bool __gnu_cxx::__is_null_pointer<char const>(char const*) [40]
-----------------------------------------------
                0.00    0.00       8/8           Computer::makeMove(ConnectFourBoard&) [39]
[41]     0.0    0.00    0.00       8         Computer::hasThreeConsecutive[abi:cxx11](ConnectFourBoard const&, char) const [41]
                0.00    0.00     955/2243        std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::operator[](unsigned long) const [8]
                0.00    0.00     955/2243        std::vector<char, std::allocator<char> >::operator[](unsigned long) const [9]
                0.00    0.00       8/25          ConnectFourBoard::getGrid() const [25]
                0.00    0.00       4/4           std::pair<int, int>::pair<int, int, true>(int&&, int&&) [94]
                0.00    0.00       4/4           std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<int, int> >::pair<char const (&) [5], true>(char const (&) [5], std::pair<int, int> const&) [93]
                0.00    0.00       3/3           std::pair<int, int>::pair<int&, int&, true>(int&, int&) [100]
                0.00    0.00       2/2           std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<int, int> >::pair<char const (&) [4], true>(char const (&) [4], std::pair<int, int> const&) [110]
                0.00    0.00       2/2           std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<int, int> >::pair<char const (&) [7], true>(char const (&) [7], std::pair<int, int> const&) [109]
                0.00    0.00       1/1           std::pair<int, int>::pair<int&, int, true>(int&, int&&) [142]
-----------------------------------------------
                0.00    0.00       1/8           __gnu_cxx::new_allocator<char>::max_size() const [127]
                0.00    0.00       7/8           __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [51]
[42]     0.0    0.00    0.00       8         __gnu_cxx::new_allocator<char>::_M_max_size() const [42]
-----------------------------------------------
                0.00    0.00       8/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [46]
[43]     0.0    0.00    0.00       8         std::char_traits<char>::length(char const*) [43]
-----------------------------------------------
                0.00    0.00       8/8           Computer::makeMove(ConnectFourBoard&) [39]
[44]     0.0    0.00    0.00       8         std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<int, int> >::~pair() [44]
-----------------------------------------------
                0.00    0.00       8/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [46]
[45]     0.0    0.00    0.00       8         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [45]
                0.00    0.00       8/8           bool __gnu_cxx::__is_null_pointer<char const>(char const*) [40]
                0.00    0.00       8/8           std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [49]
-----------------------------------------------
                0.00    0.00       2/8           std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<int, int> >::pair<char const (&) [4], true>(char const (&) [4], std::pair<int, int> const&) [110]
                0.00    0.00       2/8           std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<int, int> >::pair<char const (&) [7], true>(char const (&) [7], std::pair<int, int> const&) [109]
                0.00    0.00       4/8           std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<int, int> >::pair<char const (&) [5], true>(char const (&) [5], std::pair<int, int> const&) [93]
[46]     0.0    0.00    0.00       8         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [46]
                0.00    0.00       8/8           std::char_traits<char>::length(char const*) [43]
                0.00    0.00       8/8           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [45]
-----------------------------------------------
                0.00    0.00       8/8           std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [49]
[47]     0.0    0.00    0.00       8         std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag) [47]
-----------------------------------------------
                0.00    0.00       8/8           std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [49]
[48]     0.0    0.00    0.00       8         std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&) [48]
-----------------------------------------------
                0.00    0.00       8/8           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [45]
[49]     0.0    0.00    0.00       8         std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [49]
                0.00    0.00       8/8           std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&) [48]
                0.00    0.00       8/8           std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag) [47]
-----------------------------------------------
                0.00    0.00       7/7           std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [61]
[50]     0.0    0.00    0.00       7         __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long) [50]
-----------------------------------------------
                0.00    0.00       7/7           std::allocator_traits<std::allocator<char> >::allocate(std::allocator<char>&, unsigned long) [62]
[51]     0.0    0.00    0.00       7         __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [51]
                0.00    0.00       7/8           __gnu_cxx::new_allocator<char>::_M_max_size() const [42]
-----------------------------------------------
                0.00    0.00       7/7           void std::_Destroy<char*>(char*, char*) [65]
[52]     0.0    0.00    0.00       7         void std::_Destroy_aux<true>::__destroy<char*>(char*, char*) [52]
-----------------------------------------------
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::_M_create_storage(unsigned long) [57]
[53]     0.0    0.00    0.00       7         std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned long) [53]
                0.00    0.00       7/7           std::allocator_traits<std::allocator<char> >::allocate(std::allocator<char>&, unsigned long) [62]
-----------------------------------------------
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::_Vector_base(unsigned long, std::allocator<char> const&) [59]
[54]     0.0    0.00    0.00       7         std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl(std::allocator<char> const&) [54]
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::_Vector_impl_data::_Vector_impl_data() [58]
-----------------------------------------------
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [60]
[55]     0.0    0.00    0.00       7         std::_Vector_base<char, std::allocator<char> >::_Vector_impl::~_Vector_impl() [55]
-----------------------------------------------
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [60]
[56]     0.0    0.00    0.00       7         std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long) [56]
                0.00    0.00       7/7           std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [61]
-----------------------------------------------
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::_Vector_base(unsigned long, std::allocator<char> const&) [59]
[57]     0.0    0.00    0.00       7         std::_Vector_base<char, std::allocator<char> >::_M_create_storage(unsigned long) [57]
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned long) [53]
-----------------------------------------------
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl(std::allocator<char> const&) [54]
[58]     0.0    0.00    0.00       7         std::_Vector_base<char, std::allocator<char> >::_Vector_impl_data::_Vector_impl_data() [58]
-----------------------------------------------
                0.00    0.00       1/7           std::vector<char, std::allocator<char> >::vector(unsigned long, char const&, std::allocator<char> const&) [154]
                0.00    0.00       6/7           std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&) [77]
[59]     0.0    0.00    0.00       7         std::_Vector_base<char, std::allocator<char> >::_Vector_base(unsigned long, std::allocator<char> const&) [59]
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl(std::allocator<char> const&) [54]
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::_M_create_storage(unsigned long) [57]
-----------------------------------------------
                0.00    0.00       7/7           std::vector<char, std::allocator<char> >::~vector() [63]
[60]     0.0    0.00    0.00       7         std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [60]
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long) [56]
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::_Vector_impl::~_Vector_impl() [55]
-----------------------------------------------
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long) [56]
[61]     0.0    0.00    0.00       7         std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [61]
                0.00    0.00       7/7           __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long) [50]
-----------------------------------------------
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned long) [53]
[62]     0.0    0.00    0.00       7         std::allocator_traits<std::allocator<char> >::allocate(std::allocator<char>&, unsigned long) [62]
                0.00    0.00       7/7           __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [51]
-----------------------------------------------
                0.00    0.00       1/7           ConnectFourBoard::initBoard() [121]
                0.00    0.00       6/7           void std::_Destroy<std::vector<char, std::allocator<char> > >(std::vector<char, std::allocator<char> >*) [88]
[63]     0.0    0.00    0.00       7         std::vector<char, std::allocator<char> >::~vector() [63]
                0.00    0.00       7/14          std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() [32]
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [60]
                0.00    0.00       7/7           void std::_Destroy<char*, char>(char*, char*, std::allocator<char>&) [66]
-----------------------------------------------
                0.00    0.00       1/7           std::pair<int, int>::pair<int&, int, true>(int&, int&&) [142]
                0.00    0.00       6/7           std::pair<int, int>::pair<int&, int&, true>(int&, int&) [100]
[64]     0.0    0.00    0.00       7         int& std::forward<int&>(std::remove_reference<int&>::type&) [64]
-----------------------------------------------
                0.00    0.00       7/7           void std::_Destroy<char*, char>(char*, char*, std::allocator<char>&) [66]
[65]     0.0    0.00    0.00       7         void std::_Destroy<char*>(char*, char*) [65]
                0.00    0.00       7/7           void std::_Destroy_aux<true>::__destroy<char*>(char*, char*) [52]
-----------------------------------------------
                0.00    0.00       7/7           std::vector<char, std::allocator<char> >::~vector() [63]
[66]     0.0    0.00    0.00       7         void std::_Destroy<char*, char>(char*, char*, std::allocator<char>&) [66]
                0.00    0.00       7/7           void std::_Destroy<char*>(char*, char*) [65]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<std::vector<char, std::allocator<char> > >::~allocator() [71]
[67]     0.0    0.00    0.00       6         __gnu_cxx::new_allocator<std::vector<char, std::allocator<char> > >::~new_allocator() [67]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&) [77]
[68]     0.0    0.00    0.00       6         __gnu_cxx::__alloc_traits<std::allocator<char>, char>::_S_select_on_copy(std::allocator<char> const&) [68]
